Version,Date,URL
25H2,General Availability Channel,https://learn.microsoft.com/en-us/windows/release-health/windows11-release-information
24H2,General Availability Channel,https://learn.microsoft.com/en-us/windows/release-health/windows11-release-information
23H2,General Availability Channel,https://learn.microsoft.com/en-us/windows/release-health/windows11-release-information
22H2,General Availability Channel,https://learn.microsoft.com/en-us/windows/release-health/windows11-release-information
